Date,eNodeB Name,Cell FDD TDD Indication,Cell Name,LocalCell Id,eNodeB Function Name,Integrity,Radio Net Availability Rate(%),RRC Setup Success Rate(all),RRC Setup Success Rate(Service)[%],RRC Setup Success Rate(Signal)[%],E-RAB Setup Success Rate (ALL)(%),Call Drop Rate (All)(%),HO Success Rate(Intra Freqency),HO Success Rate(S1)[%],Paging Transfer Success Rate,Total Traffic (Gbit),DL Traffic Volume(Gbit),UL Traffic Volume(Gbit),L.Traffic.User.Avg,L.Traffic.User.Max,User DL PDCP Average Throughput,User UL PDCP Average Throughput,DL IBLER[%],UL IBLER[%],DL ReTrans Rate[%],DL Packet Loss Rate(all),UL Packet Loss Rate(all),DL PRB Usage Rate(%),UL PRB Usage Rate(%),PUCCHUsage Rate[%],PDCCH CCE Usage Rate[%],Average CQI,Average PDSCH MCS
24/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,100,99.7501,99.9356,98.4593,99.6216,1.2345,98.167,98.8292,99.9993,1300.9912,1162.049,138.9422,35.3719,90,5.4037,5.1406,13.1992,5.8229,0.1498,0,0,63.4073,60.2233,8.843,40.0625,10.8983,14.6134
24/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,100,98.6158,99.5718,93.2892,99.1397,2.2801,98.4394,98.7333,99.9993,531.405,480.129,51.2759,38.909,89,5.9291,1.7744,17.798,12.6848,0.2113,0,0.0001,40.6413,45.1249,9.7272,41.8124,9.3198,10.8372
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,99.3546,99.7638,96.2674,99.4898,1.2757,99.9732,99.971,99.9982,584.9344,530.987,53.9474,21.7967,50,5.1186,4.1366,18.1249,5.2372,0.2062,0,0,62.1698,53.3562,5.4492,44.581,9.9308,14.2294
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,99.2908,99.7891,95.9433,99.6287,1.3432,99.9829,99.9268,99.9956,731.4494,663.9482,67.5013,23.1654,48,7.886,4.7321,16.5034,5.3538,0.1847,0,0,56.8106,54.4024,5.7914,43.1835,8.9936,13.6541
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,99.4099,99.5193,98.2052,99.6602,0.9567,99.9539,99.9511,99.9978,1305.1395,1208.5068,96.6326,35.7754,69,6.6894,4.2071,14.9999,5.0364,0.1626,0,0,81.7458,60.3699,8.9438,58.3744,11.1398,16.8385
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,99.7678,99.9259,98.0137,99.6783,1.4035,99.9273,99.9539,99.996,776.4912,714.5127,61.9784,21.0304,52,4.4521,4.3579,17.6301,5.1403,0.1939,0,0,75.4604,51.5255,5.2576,41.9922,9.8601,12.7945
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,99.6001,99.9564,94.8117,99.8646,3.0586,99.9248,99.9558,99.9956,749.4162,653.3341,96.0821,18.2595,44,5.9921,7.0674,16.7206,6.2314,0.1849,0,0,64.0218,56.9075,4.5649,36.6726,10.3561,14.0595
24/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,70%,99.9997,97.6311,97.547,99.0721,99.8167,0.7553,99.9444,99.9445,99.996,1320.3677,1202.6182,117.7495,39.9932,75,5.2269,5.2309,15.2536,5.3689,0.1662,0,0,85.372,56.6049,9.9983,52.048,11.2256,15.1635
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,100,99.8982,99.9924,98.091,99.8935,0.3744,99.9597,99.9878,99.9997,658.915,606.0692,52.8458,9.7575,24,7.075,5.6178,16.2182,3.1978,0.1804,0,0,47.2173,46.694,2.4394,27.2481,11.5406,13.9554
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,100,99.7341,99.8648,98.536,99.8657,0.5535,99.9496,99.9741,99.9993,652.5872,520.3085,132.2787,7.0383,16,16.9457,12.163,13.0498,2.3092,0.1403,0,0,19.3981,65.367,1.7596,15.599,10.8293,16.2965
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,100,99.8426,99.9684,97.8228,99.8501,0.6418,100,96.7021,99.9993,809.2876,743.9079,65.3798,20.5083,39,9.2865,3.8569,15.871,4.4643,0.1807,0,0,44.8611,53.1206,5.1271,29.5965,10.6568,13.6827
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,100,99.6478,99.9627,95.987,99.8616,0.4133,100,99.9671,99.9993,477.6665,410.3387,67.3277,10.9014,24,5.9655,6.5068,15.2521,3.5744,0.1859,0,0,41.1429,49.762,2.7253,29.6224,12.5867,14.4441
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,100,99.6211,100,97.6642,99.8329,0.8567,99.9173,99.8975,99.9993,196.4371,182.0165,14.4206,6.9622,17,12.835,3.1301,13.8249,2.4962,0.159,0,0,14.2635,42.3296,1.7406,13.8519,10.7647,13.7658
24/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,100,99.666,99.9126,97.3527,99.6588,1.0244,99.9771,99.9436,99.9993,645.7608,565.2469,80.5139,17.0284,35,9.3617,5.9288,16.2938,4.5411,0.1877,0,0,39.3986,54.9554,4.2571,31.1517,10.686,12.5592
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,99.9992,96.2183,99.6093,79.0014,99.7222,1.443,99.6929,99.7321,99.9958,963.6699,875.1778,88.4921,14.0341,31,8.2264,5.8408,15.3173,4.1708,0.16,0,0,46.0595,61.1561,3.5085,23.2235,9.7969,17.8095
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,99.9992,98.4479,99.3494,93.0046,99.4458,1.9165,98.464,98.6615,99.9958,671.9663,606.1068,65.8595,32.727,85,2.2757,1.8091,19.7535,12.1389,0.2189,0,0,73.4722,69.7821,8.1817,36.4833,8.6276,11.7152
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,99.9992,99.7598,99.9254,98.923,99.9063,1.5914,98.229,98.6276,99.9958,450.3847,412.0492,38.3356,15.6957,37,5.9906,4.3526,17.0344,5.701,0.1895,0,0,39.1491,54.4984,3.9239,21.9421,10.2863,13.625
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,99.9992,98.8888,99.7385,93.2849,99.5162,1.8313,99.7862,99.7945,99.9958,1221.4883,1061.9894,159.4989,18.0833,32,7.9608,8.0763,15.5444,3.1551,0.1704,0,0,50.4044,62.3799,4.5208,20.794,10.0565,14.5487
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,99.9992,99.4182,99.8588,96.2668,99.5665,1.928,99.7506,99.7552,99.9962,995.1856,894.1225,101.0631,41.5233,111,2.9696,2.5397,17.1771,9.953,0.1936,0,0,76.8124,63.8619,10.3808,27.5428,8.4998,10.0222
24/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,99.9992,99.8492,99.9716,98.9216,99.7957,1.557,99.0406,99.2611,99.9958,582.9725,516.6786,66.2939,18.2138,41,8.1597,6.4288,18.2302,4.9472,0.207,0,0,37.0199,62.2034,4.5534,16.6838,10.9799,12.6813
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,100,99.6934,99.8927,95.7082,99.5735,1.368,98.8383,98.9021,100.0003,436.5039,409.3994,27.1045,5.8126,16,8.2253,3.1514,12.15,5.1475,0.1535,0,0,32.0446,54.057,1.4531,26.2223,9.8399,12.535
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,100,99.7325,99.8935,98.3333,99.57,1.3051,98.6062,98.8522,100.0003,1002.7241,916.538,86.186,31.1963,79,6.6436,3.7817,13.6841,7.4518,0.1624,0,0,61.0306,53.8777,7.799,43.1524,10.4862,13.6338
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,100,98.5803,99.4193,93.6895,99.0634,2.5859,98.9579,99.1842,99.9987,661.7137,609.4881,52.2256,22.2985,94,4.6809,2.1954,17.883,12.288,0.2181,0,0.0001,64.0586,48.2053,5.5746,51.6285,9.3025,10.0867
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,100,99.843,99.9458,96.9849,99.9461,0.7083,98.9876,99.1228,100.0003,323.1231,294.7806,28.3425,6.589,17,9.3661,5.1536,11.2142,3.5582,0.1447,0,0,24.764,44.0098,1.6473,19.4155,9.9121,11.6609
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,100,99.8075,99.9184,98.7509,99.5872,1.2932,98.6928,99.0922,100.0003,1346.1005,1206.6126,139.4879,32.9212,75,6.7428,5.1849,13.0203,5.85,0.1487,0,0,60.6032,58.4294,8.2303,37.9188,10.7015,14.6713
25/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,100,98.7656,99.6765,92.2815,99.3353,1.8988,99.2742,99.3984,100.0006,687.4855,626.0258,61.4597,23.6547,109,4.6544,2.6564,16.203,9.7726,0.2004,0,0.0001,59.2425,50.2807,5.9137,42.5212,9.4461,10.4739
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.1827,99.7053,94.7478,99.3313,0.9947,99.911,99.9266,99.9997,656.7314,600.8513,55.8801,20.1026,54,4.5664,3.4879,18.7267,5.107,0.2141,0,0,55.2179,52.0652,5.0256,40.2641,10.1846,13.1526
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.3474,99.7668,96.7436,99.745,1.3082,99.9275,99.923,99.9997,1038.1166,949.0945,89.0221,19.7497,53,8.7203,5.48,15.6402,4.1114,0.1715,0,0,51.0794,56.0879,4.9374,37.775,8.9138,13.938
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.5347,99.6653,98.1705,99.7556,0.6369,99.9441,99.9482,99.9997,1442.7324,1316.2384,126.494,31.2117,72,6.829,4.9659,15.449,4.5534,0.1707,0,0,68.6072,57.6443,7.8029,50.671,11.1293,15.7987
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.7428,99.9405,96.8059,99.7132,0.9249,99.919,99.9582,99.9997,842.9785,772.3091,70.6694,20.8642,48,4.3913,4.3617,18.3954,4.907,0.206,0,0,59.4704,50.1177,5.216,35.2235,9.8961,12.2331
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.7358,99.9713,96.5096,99.9056,1.6568,99.8878,99.9529,99.9997,822.941,753.2692,69.6719,21.705,46,8.0152,4.5519,15.7257,4.9449,0.1738,0,0,53.7676,49.2846,5.4262,31.0782,10.5537,14.5187
25/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,100,99.5112,99.5291,99.1901,99.8465,0.7324,99.9275,99.9543,100.0003,1516.7485,1357.6657,159.0828,37.6463,89,5.0035,5.7225,16.0383,5.6648,0.1768,0,0,71.4538,57.05,9.4116,44.7282,11.2978,15.1222
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,100,99.8112,99.9615,97.6552,99.8097,1.1284,100,99.975,100,626.672,566.4588,60.2132,9.8659,22,8.3514,5.8229,16.0276,3.4895,0.1815,0,0,38.2199,49.5714,2.4665,24.7333,11.3689,14.0391
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,100,99.9082,99.9617,99.4363,99.7234,1.1886,99.9479,99.9728,100,517.3975,482.4258,34.9717,7.1227,17,16.3274,4.03,13.7888,2.1435,0.1525,0,0,20.802,64.5367,1.7807,15.5736,10.5135,15.788
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,100,99.892,99.9796,98.7805,99.818,0.864,99.9801,95.1288,100.0003,859.987,790.8788,69.1082,19.8886,37,10.1705,4.7999,17.0151,4.7597,0.196,0,0,43.9211,50.6128,4.9721,28.9793,10.7965,13.3654
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,100,99.7062,99.9556,97.1264,99.792,0.5929,99.9185,99.946,100,408.7132,339.416,69.2973,10.847,25,8.6036,6.4667,13.1265,3.4257,0.1618,0,0,25.4103,56.4036,2.7117,23.8099,12.3814,16.5827
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,100,99.5795,99.8721,98.2264,99.6255,0.8625,99.9546,99.9655,100,242.1371,213.4964,28.6407,6.5989,17,11.9687,5.7206,13.8318,2.5831,0.1581,0,0,14.1757,44.6975,1.6497,13.8475,10.9911,14.7488
25/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,100,99.6283,99.8967,97.4618,99.636,1.031,99.9841,99.9548,100,509.5329,454.0341,55.4988,16.1806,36,9.0148,4.5866,16.9993,5.0571,0.2004,0,0,37.9709,52.312,4.0452,29.6001,10.5261,12.4764
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,99.9985,97.6075,99.1668,90.9091,99.2751,2.3688,99.5086,99.5784,99.9941,703.1604,637.9002,65.2602,15.8294,33,7.4162,5.1523,16.375,5.7938,0.1744,0,0,43.7721,58.5394,3.9573,22.1254,9.8056,16.0456
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,99.9985,99.0479,99.7646,95.033,99.5761,2.2434,97.4286,97.7669,99.9941,410.7543,365.8139,44.9404,22.7574,54,2.2109,1.9039,20.0668,10.7794,0.2266,0,0.0001,56.0501,64.8529,5.6893,30.6689,8.3093,10.204
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,99.9985,99.2874,99.9767,95.9799,99.6293,1.489,97.9269,98.1903,99.9941,358.1163,324.8693,33.247,15.8898,34,5.4361,4.2415,17.3987,6.0359,0.1969,0,0,41.817,54.0207,3.9724,21.8588,10.3237,12.0822
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,99.9985,98.4724,99.4155,91.726,99.5361,2.0635,99.2849,99.4176,99.9941,1026.7242,907.5381,119.1862,16.6442,32,9.54,7.2816,15.5809,3.7706,0.1704,0,0,43.5606,58.8568,4.161,19.9176,10.1388,14.4406
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,99.9985,99.1418,99.7915,94.5588,99.6603,1.7331,98.8646,99.1466,99.9941,625.0888,570.9154,54.1735,25.3577,58,3.1512,2.247,19.3333,8.5643,0.2207,0,0,59.0673,60.2052,6.3394,22.3642,8.5835,9.8718
25/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,99.9985,99.6879,99.8537,98.4179,99.6621,1.1526,98.4694,98.698,99.9941,561.9159,518.3166,43.5993,19.8282,41,9.3011,4.4244,16.5931,5.4424,0.1854,0,0,31.9229,51.6798,4.9571,17.0265,10.9966,13.6044
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,100,99.6887,99.8536,97.479,99.8191,1.0243,98.9411,98.9965,100.0003,489.174,462.2326,26.9414,6.2647,18,7.9738,2.9585,12.6552,4.9531,0.1618,0,0,35.4239,47.009,1.5662,27.6564,9.4824,11.4881
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,100,99.6217,99.8206,97.884,99.457,1.7884,99.3944,99.4886,100.0003,1036.5102,940.251,96.2591,31.1006,76,5.2337,3.9737,13.7437,6.6212,0.1599,0,0,73.2175,56.0162,7.7751,47.8632,10.6949,13.3465
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,100,97.5964,98.7655,92.1694,98.4291,5.1749,98.3319,98.6579,100.0003,457.2921,406.6181,50.674,24.4399,165,5.1084,2.2266,19.2574,16.5939,0.2413,0.0001,0.0003,45.7592,48.3323,6.11,45.5813,9.2873,10.2998
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,100,99.8758,99.9762,99.2163,99.9352,0.5512,98.4821,98.4433,100.0006,284.8542,264.9719,19.8823,5.7595,16,5.5953,2.7561,18.0781,4.7601,0.2455,0,0,35.5978,46.9803,1.4399,24.2614,9.4614,7.9756
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,100,99.8508,99.9273,99.0563,99.6313,1.6202,99.1704,99.3979,100.0003,1521.0797,1379.0268,142.0529,33.2984,75,6.5094,5.2264,12.8627,5.5172,0.1476,0,0,69.3241,57.4378,8.3246,40.5355,10.817,14.2709
26/9/2025,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,100,98.9401,99.5314,95.3668,99.2204,2.7908,98.586,98.8627,100.0006,654.636,576.6327,78.0034,28.6203,152,5.6464,2.8289,18.4156,11.4473,0.227,0,0.0001,51.4772,51.5542,7.1551,42.2819,9.4728,10.2158
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.5531,99.8748,95.539,99.5956,0.6995,99.8555,99.8612,100.0009,390.4215,358.8368,31.5847,18.9462,38,5.3835,2.8576,19.3231,5.8536,0.2264,0,0,51.7485,50.3334,4.7365,38.0385,10.297,12.0784
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.2371,99.6822,95.9157,99.5495,1.3743,99.7634,99.8029,100,794.8971,726.9505,67.9466,18.0284,39,10.4405,6.2105,15.5167,4.4562,0.1726,0,0,52.4191,52.714,4.5071,37.7417,9.031,13.5063
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.4722,99.5617,98.45,99.7329,0.5929,99.9023,99.9361,100.0009,1048.6945,947.994,100.7004,32.2802,67,6.4773,4.4791,16.3723,5.9213,0.1833,0,0,72.9296,58.2529,8.07,55.1085,11.2891,15.9493
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.8554,99.919,98.669,99.8398,0.5332,99.9367,99.9718,100.0009,649.7409,596.0567,53.6842,16.9813,42,4.6281,4.5499,18.1872,4.9814,0.2134,0,0,74.813,50.5527,4.2453,42.4031,9.8589,12.0334
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.6618,99.9683,93.9304,99.878,2.5198,99.8896,99.9591,100.0014,557.1381,504.5919,52.5462,19.6606,50,9.3048,4.7902,15.5953,6.2612,0.1768,0,0,55.0531,52.7123,4.9152,30.2061,10.4362,13.7665
26/9/2025,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,79%,99.9998,99.4102,99.4197,99.2012,99.8624,0.4543,99.9247,99.9672,100.0009,1192.9658,1072.0052,120.9606,36.5675,69,5.4195,5.0925,15.612,6.3686,0.1707,0,0,78.1867,57.0939,9.1419,46.946,11.0927,14.5148
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,100,99.8399,99.9929,97.2586,99.7825,0.9653,100,99.9719,100.0003,693.5079,629.6948,63.8131,11.1431,24,9.348,5.3334,13.9964,3.3289,0.1524,0,0,37.6802,49.0422,2.7858,24.1455,11.6216,15.8253
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,100,99.7895,99.891,98.7063,99.8324,0.3543,100,99.9515,100.0003,481.8177,442.5636,39.2541,6.2325,16,12.6563,5.7759,13.9548,2.6278,0.157,0,0,27.9776,45.1168,1.5581,17.7856,10.4811,13.1248
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,100,99.8927,99.9666,98.6607,99.8278,0.7891,100,95.863,100.0003,834.0306,742.0475,91.9831,18.426,35,7.6934,5.927,16.6729,4.7168,0.1874,0,0,50.9595,53.7873,4.6065,31.1416,10.782,13.5066
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,100,99.4612,99.8949,95.5827,99.5873,0.5074,99.9116,99.9464,100.0003,485.3374,448.8091,36.5283,10.9128,22,8.2013,4.4212,13.1322,2.7246,0.1515,0,0,33.4038,45.1282,2.7282,25.3286,12.3585,15.6527
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,100,99.557,99.9508,97.4245,99.8711,0.4731,100,99.8626,100.0003,286.7712,261.6446,25.1266,6.4649,16,10.9416,4.1747,14.2929,2.71,0.1597,0,0,20.0857,44.2616,1.6162,17.1054,10.6613,13.4196
26/9/2025,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,100,99.6557,99.9324,97.2,99.805,1.0479,99.9563,99.9455,100.0003,679.6565,626.5633,53.0933,16.5986,35,8.0021,4.3691,16.7983,4.3561,0.1913,0,0,43.9667,50.3796,4.1496,32.2016,10.4402,12.1539
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,99.9992,98.0995,99.6787,91.5179,99.8073,1.7314,99.0601,99.2275,99.9976,669.1627,616.6207,52.542,14.0099,29,7.0726,4.3919,15.6857,5.3028,0.1681,0,0,43.6845,55.4873,3.5025,22.0161,9.8868,15.8515
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,99.9992,98.2477,99.2618,93.2803,99.2468,2.9608,97.7921,98.5722,99.9976,562.2852,495.4765,66.8087,38.1148,122,2.02,1.9975,20.401,12.8471,0.2297,0,0.0004,64.4401,68.3914,9.5287,34.0115,8.7263,11.4245
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,99.9992,99.6622,99.8094,99.0677,99.8691,1.4543,97.1817,97.6802,99.9979,687.558,643.0177,44.5404,16.7765,38,7.9364,3.9875,17.4218,6.3394,0.1978,0,0,49.7647,58.4435,4.1941,24.1585,10.0079,13.9214
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,99.9992,98.731,99.7542,91.2432,99.7598,1.977,99.1617,99.3607,99.9979,1130.1579,1030.3504,99.8075,18.6199,36,10.1667,6.3016,15.3384,3.2866,0.1687,0,0,44.9728,55.4842,4.655,18.7706,9.9829,15.0253
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,99.9992,98.6597,99.4436,94.1933,99.2936,3.0184,98.9691,99.1565,99.9976,832.767,748.7096,84.0574,38.6015,117,2.456,2.4708,18.3675,9.9866,0.2083,0,0.0003,65.9186,62.3353,9.6504,25.5079,8.6035,9.5001
26/9/2025,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,99.9992,99.7776,99.9043,98.9923,99.4673,1.8345,98.0415,98.4241,99.9976,706.5413,658.4714,48.0699,19.4369,41,9.232,4.1461,17.0555,5.5004,0.1896,0,0,37.5629,53.0015,4.8592,17.0523,10.5489,13.7155
