Date,eNodeB Name,Cell FDD TDD Indication,Cell Name,LocalCell Id,eNodeB Function Name,Integrity,L.RA.TA.UE.Index0,L.RA.TA.UE.Index1,L.RA.TA.UE.Index10,L.RA.TA.UE.Index11,L.RA.TA.UE.Index2,L.RA.TA.UE.Index3,L.RA.TA.UE.Index4,L.RA.TA.UE.Index5,L.RA.TA.UE.Index6,L.RA.TA.UE.Index7,L.RA.TA.UE.Index8,L.RA.TA.UE.Index9,RACH Setup Success Rate(%)
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,41%,33,851,0,0,2342,2178,3353,31,38,45,0,0,0.8825
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,41%,195,951,0,0,4136,2275,1852,1341,117,85,0,0,0.7419
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,41%,58,473,0,0,4464,3030,3212,0,2,0,0,0,0.8145
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,41%,82,1609,0,0,4390,4068,4713,22,37,39,0,0,0.5816
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,41%,137,2217,0,0,4514,3653,2169,2219,15,9,0,0,0.6871
2025-09-23,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,41%,111,1535,0,0,7732,9480,4160,15,0,0,0,0,0.1403
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,171,757,0,0,1086,4794,1379,9806,440,244,0,0,0.8108
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,30,305,0,0,1706,7302,3319,40,34,5,0,0,0.8291
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,181,2168,0,0,9997,17793,4372,1372,969,300,0,0,0.7785
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,454,578,0,0,938,4579,1225,12061,362,289,0,0,0.7692
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,25,216,0,0,1839,4735,4621,116,27,8,0,0,0.7348
2025-09-23,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,90,1644,0,0,8907,16905,5746,1031,1029,339,0,0,0.7322
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,58,306,0,0,833,3548,4466,510,567,293,0,0,0.0243
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,152,432,0,0,3713,6384,15945,13589,3222,271,0,0,0.438
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,86,540,0,0,5926,2501,6944,303,1,10,0,0,0.5371
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,22,425,0,0,1918,3129,18578,661,438,186,0,0,0.4411
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,35,670,0,0,5165,5940,28163,13111,2193,240,0,0,0.4819
2025-09-23,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,22,460,0,0,3624,2693,7401,320,1,1,0,0,0.5634
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,135,146,0,0,861,8768,4841,717,9,64,0,0,0.5666
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,100,407,0,0,689,15769,30561,7088,799,355,0,0,0.551
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,1134,480,0,0,1272,2587,13804,41334,71990,9232,0,0,0.3151
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,30,144,0,0,1345,6205,1218,526,3,1,0,0,0.5372
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,40,123,0,0,1246,17580,31578,8898,615,308,0,0,0.6195
2025-09-24,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,638,1305,0,0,478,1121,11599,28188,55554,5017,0,0,0.3938
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,70%,367,3431,0,0,8680,7684,8962,204,83,190,0,0,0.3717
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,70%,505,2658,0,0,10801,3794,4347,3008,160,184,0,0,0.7441
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,70%,1072,6166,0,0,15257,13205,8442,82,1,6,0,0,0.4671
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,70%,326,3911,0,0,6731,7564,8174,174,71,110,0,0,0.6954
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,70%,293,3899,0,0,8451,3826,4849,4331,95,124,0,0,0.7708
2025-09-24,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,70%,1060,6634,0,0,22609,13173,9174,53,3,1,0,0,0.3484
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,330,725,0,0,925,4376,1960,9820,67,180,0,0,0.7569
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,14,147,0,0,1528,6820,3169,6,21,5,0,0,0.3771
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,138,2607,0,0,11813,20426,5175,1151,665,291,0,0,0.8961
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,175,483,0,0,659,4121,1119,11979,101,252,0,0,0.7728
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,16,193,0,0,2016,4855,4389,13,29,11,0,0,0.6298
2025-09-24,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,92,1222,0,0,11344,17901,7259,905,474,508,0,0,0.7166
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,35,296,0,0,1513,3647,5372,743,1004,261,0,0,0.5126
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,215,532,0,0,5021,6760,14334,6518,1477,463,0,0,0.3768
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,60,500,0,0,4309,2440,8236,209,5,8,0,0,0.521
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,41,352,0,0,1590,3229,13358,641,189,134,0,0,0.3586
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,256,315,0,0,5194,5431,20399,8059,1761,367,0,0,0.4343
2025-09-24,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,34,649,0,0,4210,2895,7747,330,4,3,0,0,0.5754
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,147,294,0,0,859,7547,2976,1199,17,20,0,0,0.5395
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,81,187,0,0,1142,15811,33767,7791,597,297,0,0,0.5553
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,561,122,0,0,573,2137,14977,47559,22768,7345,0,0,0.3259
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,66,379,0,0,900,5716,1120,683,2,11,0,0,0.5672
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,26,153,0,0,1479,16131,34057,5391,600,213,0,0,0.6105
2025-09-25,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,373,317,0,0,670,1195,12155,34432,21989,6172,0,0,0.3748
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,379,3912,0,0,12250,10880,14667,343,48,210,0,0,0.6644
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,942,4042,0,0,12359,4537,5861,5087,370,108,0,0,0.3561
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1478,5838,0,0,20082,17159,14028,201,6,2,0,0,0.4419
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,424,5857,0,0,10278,12479,13422,355,111,154,0,0,0.6201
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,673,6470,0,0,15335,6303,8202,5285,176,52,0,0,0.7901
2025-09-25,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,1486,6799,0,0,31609,23769,13201,129,4,2,0,0,0.3591
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,141,776,0,0,1258,5523,2121,6617,223,363,0,0,0.8228
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,9,85,0,0,1527,6115,3663,55,30,6,0,0,0.8066
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,98,2231,0,0,15786,18970,5396,2054,898,301,0,0,0.8327
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,91,680,0,0,1863,5601,2286,7642,154,508,0,0,0.6905
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,18,333,0,0,1582,4483,4246,199,12,6,0,0,0.4212
2025-09-25,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,40,1611,0,0,12960,15496,7165,733,624,320,0,0,0.7025
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,39,326,0,0,1729,3091,5056,512,810,408,0,0,0.4395
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,217,350,0,0,3544,8657,13870,1781,1158,328,0,0,0.4052
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,50,563,0,0,3959,2454,7653,199,2,7,0,0,0.5112
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,21,322,0,0,1841,3728,5725,640,246,202,0,0,0.5057
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,165,353,0,0,5233,6109,7485,2754,1399,198,0,0,0.3912
2025-09-25,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,19,767,0,0,4296,3234,8054,347,3,2,0,0,0.5503
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,138,146,0,0,638,7893,2590,939,8,15,0,0,0.529
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,133,338,0,0,1165,16860,32462,6554,717,237,0,0,0.5314
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,718,434,0,0,711,3244,25797,62145,43297,7870,0,0,0.3433
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,58,225,0,0,885,5950,1047,755,5,10,0,0,0.5173
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,86,130,0,0,681,17482,31566,7183,1046,236,0,0,0.539
2025-09-26,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,714,639,0,0,1459,1609,19395,53612,40719,6862,0,0,0.4045
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,79%,363,2969,0,0,9280,9354,9210,184,21,321,0,0,0.2978
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,79%,611,3589,0,0,8766,7540,4808,3899,213,91,0,0,0.5864
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,79%,1126,4541,0,0,15486,15961,10439,27,24,1,0,0,0.4071
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,79%,310,2795,0,0,7002,9090,11279,182,6,83,0,0,0.7979
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,79%,329,4906,0,0,10448,6505,6262,4650,172,64,0,0,0.7566
2025-09-26,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,79%,1146,4373,0,0,34902,20297,12269,35,2,0,0,0,0.3913
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,125,572,0,0,997,5343,1788,10406,222,430,0,0,0.8326
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,5,73,0,0,1379,6068,4241,52,8,7,0,0,0.6966
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,91,2283,0,0,12852,17837,3843,1632,854,490,0,0,0.8458
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,108,670,0,0,1529,4853,1134,12008,239,338,0,0,0.7454
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,8,296,0,0,1546,4395,4789,100,23,6,0,0,0.3499
2025-09-26,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,40,1328,0,0,9967,16509,5133,1157,851,536,0,0,0.7452
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,67,334,0,0,1062,3593,5870,744,624,526,0,0,0.4534
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,57,646,0,0,3826,7431,14003,9258,1870,436,0,0,0.4173
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,79,616,0,0,4546,3035,9329,132,8,8,0,0,0.4508
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,59,372,0,0,1322,4567,5981,1051,271,177,0,0,0.5675
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,286,517,0,0,4658,6202,10515,6570,1710,303,0,0,0.4472
2025-09-26,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,40,651,0,0,4175,2660,8542,366,3,3,0,0,0.6184
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,31,113,0,0,637,4856,5547,847,2,14,0,0,0.4377
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,28,48,0,0,1762,11626,29944,6125,597,300,0,0,0.4619
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,1130,210,0,0,1187,2176,20442,39486,71403,6539,0,0,0.3401
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,15,85,0,0,1219,5315,1362,632,7,5,0,0,0.5552
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,36,886,0,0,1810,14243,29277,6256,706,169,0,0,0.4864
2025-09-27,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,554,249,0,0,684,1393,16086,30539,49635,4484,0,0,0.3442
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,87%,336,3936,0,0,7945,8777,8526,159,14,489,0,0,0.4812
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,87%,958,2499,0,0,8653,6289,5058,3956,213,96,0,0,0.7247
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,87%,1092,5394,0,0,16142,14123,10242,58,9,3,0,0,0.268
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,87%,432,5404,0,0,7652,7521,10846,226,13,185,0,0,0.5274
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,87%,816,6028,0,0,10625,5654,4950,4081,67,56,0,0,0.7415
2025-09-27,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,87%,1566,7276,0,0,25222,19105,9074,31,6,4,0,0,0.212
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,151,549,0,0,1077,4849,1816,5848,104,493,0,0,0.6237
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,100%,17,107,0,0,1691,6336,4001,115,65,1,0,0,0.7936
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,100%,239,3267,0,0,10152,17135,4271,1033,1606,300,0,0,0.6305
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,100%,113,716,0,0,1423,5748,1207,8585,312,1049,0,0,0.5975
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,100%,12,358,0,0,1193,3310,4730,163,27,16,0,0,0.6096
2025-09-27,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,100%,94,1539,0,0,9104,13915,7418,2388,672,528,0,0,0.71
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,100%,39,474,0,0,1450,2716,5013,753,703,146,0,0,0.4703
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,100%,235,727,0,0,4025,4931,11846,5521,1690,237,0,0,0.3518
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,100%,39,492,0,0,3196,2294,6853,99,5,11,0,0,0.4968
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,100%,18,403,0,0,1371,3527,4855,622,83,85,0,0,0.5584
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,100%,114,568,0,0,4543,5218,12217,4789,1455,130,0,0,0.4829
2025-09-27,MSH-0014-Chipadze,CELL_TDD,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,100%,22,563,0,0,3704,2913,5690,112,3,7,0,0,0.5325
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,100%,123,25,0,0,2340,5260,2466,601,3,14,0,0,0.444
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,100%,21,22,0,0,1984,6888,20308,6336,521,369,0,0,0.4771
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,100%,309,44,0,0,2115,1524,11414,30986,21872,5265,0,0,0.3409
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,100%,13,30,0,0,1137,5823,909,385,1,8,0,0,0.5306
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,100%,21,682,0,0,2226,7746,22878,5169,1034,165,0,0,0.5293
2025-09-28,MSH0013-Bindura-Zaoga,CELL_TDD,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,100%,194,25,0,0,872,775,11640,24121,18750,5787,0,0,0.3791
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,100%,379,4996,0,0,10075,10748,11279,184,62,401,0,0,0.7367
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,100%,1318,4555,0,0,10609,9070,6946,5032,1357,211,0,0,0.7802
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,100%,1298,5430,0,0,16159,17721,13109,183,7,14,0,0,0.2138
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,100%,323,7206,0,0,9353,10185,15567,174,43,208,0,0,0.4089
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,100%,779,7944,0,0,12643,9767,6263,6302,105,178,0,0,0.8339
2025-09-28,MSH-0331-Chiwaridzo 2,CELL_TDD,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,100%,1400,6576,0,0,26071,24571,15279,63,5,3,0,0,0.5004
2025-09-28,MSH-0112-Bindura Hospital,CELL_TDD,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,100%,214,856,0,0,861,2871,1863,3721,212,591,0,0,0.638
