site_name,mae_ne_name,first_date,last_date,record_count,cell_count,local_cell_ids,cell_names,total_traffic_gbit,total_traffic_gb,avg_dl_prb_usage,avg_ul_prb_usage,avg_availability,avg_rrc_success,avg_erab_success,avg_call_drop,source
CZA-0011-Chitungwiza Industries,CZA-0011-Chitungwiza Industries,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0011-Chitungwiza Industries_LTE_1|CZA-0011-Chitungwiza Industries_LTE_2|CZA-0011-Chitungwiza Industries_LTE_3|CZA-0011-Chitungwiza Industries_LTE_4|CZA-0011-Chitungwiza Industries_LTE_5|CZA-0011-Chitungwiza Industries_LTE_6,33472.7164,4184.0895,44.0096,63.1283,100.0,98.3887,99.6593,1.6064,MAE raw KPI export
CZA-0018-Seke Unit B,CZA-0018-Seke Unit B,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0018-Seke Unit B_LTE_1|CZA-0018-Seke Unit B_LTE_2|CZA-0018-Seke Unit B_LTE_3|CZA-0018-Seke Unit B_LTE_4|CZA-0018-Seke Unit B_LTE_5|CZA-0018-Seke Unit B_LTE_6,8840.4704,1105.0588,14.246,32.3607,100.0,99.222,99.6437,1.0798,MAE raw KPI export
CZA-0019-Seke Unit N,CZA-0019-Seke Unit N,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Seke_Unit_N_1|Seke_Unit_N_2|Seke_Unit_N_3|Seke_Unit_N_4|Seke_Unit_N_5|Seke_Unit_N_6,26133.832,3266.729,48.6507,53.2304,100.0,99.1041,99.1517,1.6686,MAE raw KPI export
CZA-0020-ZIKO,CZA-0020-ZIKO,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0020-ZIKO_LTE_1|CZA-0020-ZIKO_LTE_2|CZA-0020-ZIKO_LTE_3|CZA-0020-ZIKO_LTE_4|CZA-0020-ZIKO_LTE_5|CZA-0020-ZIKO_LTE_6,5513.9791,689.2474,8.9768,27.3317,99.9997,91.8489,99.533,1.6857,MAE raw KPI export
CZA-0021-Zengeza 4,CZA-0021-Zengeza 4,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0021-Zengeza 4_LTE_1|CZA-0021-Zengeza 4_LTE_2|CZA-0021-Zengeza 4_LTE_3|CZA-0021-Zengeza 4_LTE_4|CZA-0021-Zengeza 4_LTE_5|CZA-0021-Zengeza 4_LTE_6,24289.0096,3036.1262,39.6238,53.5473,100.0,99.3583,99.2591,1.1377,MAE raw KPI export
CZA-0028-St Marys 2,CZA-0028-St Marys 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,St Marys 2_LTE_1|St Marys 2_LTE_2|St Marys 2_LTE_3|St Marys 2_LTE_4|St Marys 2_LTE_5|St Marys 2_LTE_6,35867.6506,4483.4563,57.5033,54.3177,100.0,99.2944,99.3369,1.4696,MAE raw KPI export
CZA-0032-Manyame Park,CZA-0032-Manyame Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0032-Manyame Park_LTE_1|CZA-0032-Manyame Park_LTE_2|CZA-0032-Manyame Park_LTE_3|CZA-0032-Manyame Park_LTE_4|CZA-0032-Manyame Park_LTE_5|CZA-0032-Manyame Park_LTE_6,26909.7951,3363.7244,41.051,58.8474,100.0,97.5935,99.3414,1.5141,MAE raw KPI export
CZA-0036-Seke Unit F,CZA-0036-Seke Unit F,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0036-Seke Unit F_LTE_1|CZA-0036-Seke Unit F_LTE_2|CZA-0036-Seke Unit F_LTE_3|CZA-0036-Seke Unit F_LTE_4|CZA-0036-Seke Unit F_LTE_5|CZA-0036-Seke Unit F_LTE_6,20264.8509,2533.1064,43.2378,52.5829,99.9946,97.3126,99.1641,2.4058,MAE raw KPI export
CZA-0038-ARDA Nyarungu,CZA-0038-ARDA Nyarungu,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,CZA-0038-ARDA Nyarungu_LTE_1|CZA-0038-ARDA Nyarungu_LTE_2|CZA-0038-ARDA Nyarungu_LTE_3|CZA-0038-ARDA Nyarungu_LTE_4|CZA-0038-ARDA Nyarungu_LTE_5|CZA-0038-ARDA Nyarungu_LTE_6,23997.4474,2999.6809,40.3865,65.2438,99.9998,97.6857,99.68,1.5354,MAE raw KPI export
FAIRVIEW MOBILE,FAIRVIEW MOBILE,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,FAIRVIEW-MOBILE_LTE_1|FAIRVIEW-MOBILE_LTE_2|FAIRVIEW-MOBILE_LTE_3|FAIRVIEW-MOBILE_LTE_4|FAIRVIEW-MOBILE_LTE_5|FAIRVIEW-MOBILE_LTE_6,25609.216,3201.152,28.2115,48.9796,100.0,99.557,99.8129,0.6571,MAE raw KPI export
HRE-0003-Aspindale,HRE-0003-Aspindale,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Aspindale_LTE_1|Aspindale_LTE_2|Aspindale_LTE_3|Aspindale_LTE_4|Aspindale_LTE_5|Aspindale_LTE_6,18327.3875,2290.9234,30.8723,45.6929,100.0,97.343,99.5384,1.0818,MAE raw KPI export
HRE-0012-Borrowdale Brooke,HRE-0012-Borrowdale Brooke,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Borrowdale_Brooke_LTE_1|Borrowdale_Brooke_LTE_2|Borrowdale_Brooke_LTE_3|Borrowdale_Brooke_LTE_4|Borrowdale_Brooke_LTE_5|Borrowdale_Brooke_LTE_6,27493.8888,3436.7361,33.873,49.6121,100.0,96.7472,99.2884,1.9466,MAE raw KPI export
HRE-0014-Budiriro 4,HRE-0014-Budiriro 4,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Budiriro 4_LTE_1|Budiriro 4_LTE_2|Budiriro 4_LTE_3|Budiriro 4_LTE_4|Budiriro 4_LTE_5|Budiriro 4_LTE_6,41504.1612,5188.0202,60.703,54.4565,100.0,97.9677,99.5898,0.997,MAE raw KPI export
HRE-0019-Good Hope 2,HRE-0019-Good Hope 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0019-Good Hope 2_LTE_1|HRE-0019-Good Hope 2_LTE_2|HRE-0019-Good Hope 2_LTE_3|HRE-0019-Good Hope 2_LTE_4|HRE-0019-Good Hope 2_LTE_5|HRE-0019-Good Hope 2_LTE_6,37044.034,4630.5042,36.1669,58.583,100.0,96.5526,99.191,2.2203,MAE raw KPI export
HRE-0020-Mt Pleasant Heights 2,HRE-0020-Mt Pleasant Heights 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0020-Mt Pleasant Heights 2_LTE_1|HRE-0020-Mt Pleasant Heights 2_LTE_2|HRE-0020-Mt Pleasant Heights 2_LTE_3|HRE-0020-Mt Pleasant Heights 2_LTE_4|HRE-0020-Mt Pleasant Heights 2_LTE_5|HRE-0020-Mt Pleasant Heights 2_LTE_6,23328.428,2916.0535,22.8362,46.9349,100.0,96.2924,99.4429,1.1411,MAE raw KPI export
HRE-0022-Ushewokunze,HRE-0022-Ushewokunze,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0022-Ushewokunze_LTE_1|HRE-0022-Ushewokunze_LTE_2|HRE-0022-Ushewokunze_LTE_3|HRE-0022-Ushewokunze_LTE_4|HRE-0022-Ushewokunze_LTE_5|HRE-0022-Ushewokunze_LTE_6,29669.7497,3708.7187,41.6578,58.6076,100.0,98.7713,99.3207,1.1728,MAE raw KPI export
HRE-0027-Glenview Ext,HRE-0027-Glenview Ext,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0027-Glenview Ext_LTE_1|HRE-0027-Glenview Ext_LTE_2|HRE-0027-Glenview Ext_LTE_3|HRE-0027-Glenview Ext_LTE_4|HRE-0027-Glenview Ext_LTE_5|HRE-0027-Glenview Ext_LTE_6,45009.1768,5626.1471,57.543,67.3955,100.0,99.5874,99.694,1.5197,MAE raw KPI export
HRE-0028-Glaudina,HRE-0028-Glaudina,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0028-Glaudina_LTE_1|HRE-0028-Glaudina_LTE_2|HRE-0028-Glaudina_LTE_3|HRE-0028-Glaudina_LTE_4|HRE-0028-Glaudina_LTE_5|HRE-0028-Glaudina_LTE_6,22423.9124,2802.9891,32.8272,50.1221,100.0,96.3487,99.266,1.1301,MAE raw KPI export
HRE-0030-Sunway City,HRE-0030-Sunway City,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Sunway City_LTE_1|Sunway City_LTE_2|Sunway City_LTE_3|Sunway City_LTE_4|Sunway City_LTE_5|Sunway City_LTE_6,25851.378,3231.4223,39.3562,51.9135,99.9995,96.8091,98.0744,2.5757,MAE raw KPI export
HRE-0032-Christon Bank,HRE-0032-Christon Bank,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Christon Bank_LTE_1|Christon Bank_LTE_2|Christon Bank_LTE_3|Christon Bank_LTE_4|Christon Bank_LTE_5|Christon Bank_LTE_6,18031.9771,2253.9971,14.8342,41.6671,100.0,92.3534,99.6367,0.9403,MAE raw KPI export
HRE-0034-Dzivarasekwa Main,HRE-0034-Dzivarasekwa Main,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Dzivarasekwa Main_LTE_1|Dzivarasekwa Main_LTE_2|Dzivarasekwa Main_LTE_3|Dzivarasekwa Main_LTE_4|Dzivarasekwa Main_LTE_5|Dzivarasekwa Main_LTE_6,31969.4473,3996.1809,59.4497,53.6621,100.0,99.2436,99.5651,1.068,MAE raw KPI export
HRE-0037-Glenorah,HRE-0037-Glenorah,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Glenorah_LTE_1|Glenorah_LTE_2|Glenorah_LTE_3|Glenorah_LTE_4|Glenorah_LTE_5|Glenorah_LTE_6,23851.9809,2981.4976,43.1287,53.5527,99.9998,97.4338,99.4524,0.8524,MAE raw KPI export
HRE-0039-Glenview Main,HRE-0039-Glenview Main,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0039-Glen View Main_LTE_1|HRE-0039-Glen View Main_LTE_2|HRE-0039-Glen View Main_LTE_3|HRE-0039-Glen View Main_LTE_4|HRE-0039-Glen View Main_LTE_5|HRE-0039-Glen View Main_LTE_6,30479.8612,3809.9826,55.1455,54.2232,100.0,99.4375,99.4787,0.8326,MAE raw KPI export
HRE-0040-Glenview Tichagarika,HRE-0040-Glenview Tichagarika,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Glenview Tichagarika_LTE_1|Glenview Tichagarika_LTE_2|Glenview Tichagarika_LTE_3|Glenview Tichagarika_LTE_4|Glenview Tichagarika_LTE_5|Glenview Tichagarika_LTE_6,63207.7032,7900.9629,72.2868,78.5398,100.0,99.0555,99.6447,0.9814,MAE raw KPI export
HRE-0041-Good Hope,HRE-0041-Good Hope,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Good_Hope_LTE_1|Good_Hope_LTE_2|Good_Hope_LTE_3|Good_Hope_LTE_4|Good_Hope_LTE_5|Good_Hope_LTE_6,33577.5437,4197.193,36.5863,51.7559,100.0,98.7652,99.668,0.442,MAE raw KPI export
HRE-0042-Kelvin Corner,HRE-0042-Kelvin Corner,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kelvin Corner_LTE_1|Kelvin Corner_LTE_2|Kelvin Corner_LTE_3|Kelvin Corner_LTE_4|Kelvin Corner_LTE_5|Kelvin Corner_LTE_6,8688.7241,1086.0905,13.4495,59.8074,100.0,97.7824,99.2019,2.1224,MAE raw KPI export
HRE-0052-CABS,HRE-0052-CABS,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0052-CABS_LTE_1|HRE-0052-CABS_LTE_2|HRE-0052-CABS_LTE_3|HRE-0052-CABS_LTE_4|HRE-0052-CABS_LTE_5|HRE-0052-CABS_LTE_6,14509.6744,1813.7093,20.6266,42.5479,100.0,97.0372,98.8251,1.2865,MAE raw KPI export
HRE-0053-Club Chambers,HRE-0053-Club Chambers,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0053-Club Chambers_LTE_1|HRE-0053-Club Chambers_LTE_2|HRE-0053-Club Chambers_LTE_3|HRE-0053-Club Chambers_LTE_4|HRE-0053-Club Chambers_LTE_5|HRE-0053-Club Chambers_LTE_6,18239.6092,2279.9511,26.433,53.7461,100.0,97.6502,99.2993,1.1056,MAE raw KPI export
HRE-0058-Fidelity Life Towers,HRE-0058-Fidelity Life Towers,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Fidelity Life Towers_LTE_1|Fidelity Life Towers_LTE_2|Fidelity Life Towers_LTE_3|Fidelity Life Towers_LTE_4|Fidelity Life Towers_LTE_5|Fidelity Life Towers_LTE_6,13505.6921,1688.2115,23.5208,41.751,100.0,98.4519,99.393,2.0336,MAE raw KPI export
HRE-0060-Harare NRZ,HRE-0060-Harare NRZ,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,NRZ Seke Road_LTE_1|NRZ Seke Road_LTE_2|NRZ Seke Road_LTE_3|NRZ Seke Road_LTE_4|NRZ Seke Road_LTE_5|NRZ Seke Road_LTE_6,29741.2063,3717.6508,33.7811,56.4471,100.0,98.7766,99.3416,1.56,MAE raw KPI export
HRE-0065-Chelmscote Mansions,HRE-0065-Chelmscote Mansions,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0065-Chelmscote Mansions_LTE_1|HRE-0065-Chelmscote Mansions_LTE_2|HRE-0065-Chelmscote Mansions_LTE_3|HRE-0065-Chelmscote Mansions_LTE_4|HRE-0065-Chelmscote Mansions_LTE_5|HRE-0065-Chelmscote Mansions_LTE_6,26946.2662,3368.2833,30.9844,52.9206,100.0,98.7734,99.695,0.7467,MAE raw KPI export
HRE-0066-LAPF House,HRE-0066-LAPF House,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0066-LAPF House_LTE_1|HRE-0066-LAPF House_LTE_2|HRE-0066-LAPF House_LTE_3|HRE-0066-LAPF House_LTE_4|HRE-0066-LAPF House_LTE_5|HRE-0066-LAPF House_LTE_6,19262.1191,2407.7649,28.483,47.6441,99.9999,98.48,99.4998,1.3276,MAE raw KPI export
HRE-0080-Throgmorton,HRE-0080-Throgmorton,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Throgmorton_LTE_1|Throgmorton_LTE_2|Throgmorton_LTE_3|Throgmorton_LTE_4|Throgmorton_LTE_5|Throgmorton_LTE_6,11146.3474,1393.2934,19.6167,47.0496,100.0,97.4292,99.1456,1.9143,MAE raw KPI export
HRE-0082-Warwick House,HRE-0082-Warwick House,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Warwick House_LTE_1|Warwick House_LTE_2|Warwick House_LTE_3|Warwick House_LTE_4|Warwick House_LTE_5|Warwick House_LTE_6,17277.6339,2159.7042,26.3919,52.7947,100.0,97.2751,98.6128,2.3629,MAE raw KPI export
HRE-0083-Wimbeldon Court,HRE-0083-Wimbeldon Court,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Wimbeldon Court_LTE_1|Wimbeldon Court_LTE_2|Wimbeldon Court_LTE_3|Wimbeldon Court_LTE_4|Wimbeldon Court_LTE_5|Wimbeldon Court_LTE_6,25664.7658,3208.0957,40.418,51.0178,100.0,98.196,99.5807,1.1685,MAE raw KPI export
HRE-0088-Hatfield Harare Drive,HRE-0088-Hatfield Harare Drive,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Hatfield_LTE_1|Hatfield_LTE_2|Hatfield_LTE_3|Hatfield_LTE_4|Hatfield_LTE_5|Hatfield_LTE_6,40984.3179,5123.0397,48.7858,56.2374,100.0,96.4377,99.6399,0.6901,MAE raw KPI export
HRE-0089-Kentucky,HRE-0089-Kentucky,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0089-Kentucky_LTE_1|HRE-0089-Kentucky_LTE_2|HRE-0089-Kentucky_LTE_3|HRE-0089-Kentucky_LTE_4|HRE-0089-Kentucky_LTE_5|HRE-0089-Kentucky_LTE_6,29459.8602,3682.4825,40.4536,56.1448,100.0,98.34,99.7976,0.7821,MAE raw KPI export
HRE-0090-Phoenix,HRE-0090-Phoenix,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Phoenix_LTE_1|Phoenix_LTE_2|Phoenix_LTE_3|Phoenix_LTE_4|Phoenix_LTE_5|Phoenix_LTE_6,25240.1362,3155.017,33.5771,51.0548,100.0,97.0215,99.6244,1.513,MAE raw KPI export
HRE-0092-Machipisa,HRE-0092-Machipisa,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Machipisa_LTE_1|Machipisa_LTE_2|Machipisa_LTE_3|Machipisa_LTE_4|Machipisa_LTE_5|Machipisa_LTE_6,34343.8206,4292.9776,50.9156,55.9644,100.0,98.7276,99.5466,0.9743,MAE raw KPI export
HRE-0093-Highglen,HRE-0093-Highglen,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Highglen_LTE_1|Highglen_LTE_2|Highglen_LTE_3|Highglen_LTE_4|Highglen_LTE_5|Highglen_LTE_6,23378.9565,2922.3696,51.1245,49.089,100.0,98.5788,99.2241,1.8145,MAE raw KPI export
HRE-0096-Costain,HRE-0096-Costain,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Costain_LTE_1|Costain_LTE_2|Costain_LTE_3|Costain_LTE_4|Costain_LTE_5|Costain_LTE_6,22162.7116,2770.3389,39.9275,50.3966,100.0,96.5905,98.8181,2.3916,MAE raw KPI export
HRE-0100-Kuwadzana 2,HRE-0100-Kuwadzana 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kuwadzana 2_LTE_1|Kuwadzana 2_LTE_2|Kuwadzana 2_LTE_3|Kuwadzana 2_LTE_4|Kuwadzana 2_LTE_5|Kuwadzana 2_LTE_6,31417.6333,3927.2042,56.3847,55.2247,100.0,99.4395,99.4584,1.2504,MAE raw KPI export
HRE-0101-Kuwadzana Extension,HRE-0101-Kuwadzana Extension,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kuwadzana Extension_LTE_1|Kuwadzana Extension_LTE_2|Kuwadzana Extension_LTE_3|Kuwadzana Extension_LTE_4|Kuwadzana Extension_LTE_5|Kuwadzana Extension_LTE_6,98594.6533,12324.3317,82.6768,87.4511,100.0,98.1631,99.6709,0.9837,MAE raw KPI export
HRE-0102-Kuwadzana Main,HRE-0102-Kuwadzana Main,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kuwadzana Main_LTE_1|Kuwadzana Main_LTE_2|Kuwadzana Main_LTE_3|Kuwadzana Main_LTE_4|Kuwadzana Main_LTE_5|Kuwadzana Main_LTE_6,62223.5436,7777.9429,71.1282,72.5324,100.0,98.4919,99.6709,1.7109,MAE raw KPI export
HRE-0103-Mabvuku,HRE-0103-Mabvuku,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mabvuku_LTE_1|Mabvuku_LTE_2|Mabvuku_LTE_3|Mabvuku_LTE_4|Mabvuku_LTE_5|Mabvuku_LTE_6,32395.9118,4049.489,45.4956,55.781,100.0,96.3966,99.2308,2.0163,MAE raw KPI export
HRE-0106-Marimba,HRE-0106-Marimba,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Marimba_LTE_1|Marimba_LTE_2|Marimba_LTE_3|Marimba_LTE_4|Marimba_LTE_5|Marimba_LTE_6,15292.1952,1911.5244,46.2379,44.2292,100.0,97.4256,99.1539,2.1941,MAE raw KPI export
HRE-0109-Mbare,HRE-0109-Mbare,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mbare_LTE_1|Mbare_LTE_2|Mbare_LTE_3|Mbare_LTE_4|Mbare_LTE_5|Mbare_LTE_6,43120.0991,5390.0124,56.466,60.2793,100.0,99.2249,99.5982,0.9511,MAE raw KPI export
HRE-0124-Ruwa,HRE-0124-Ruwa,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Ruwa_LTE_1|Ruwa_LTE_2|Ruwa_LTE_3|Ruwa_LTE_4|Ruwa_LTE_5|Ruwa_LTE_6,58562.8144,7320.3518,74.8174,72.0594,100.0,99.3255,99.5992,1.1521,MAE raw KPI export
HRE-0125-Southerton,HRE-0125-Southerton,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Southerton_LTE_1|Southerton_LTE_2|Southerton_LTE_3|Southerton_LTE_4|Southerton_LTE_5|Southerton_LTE_6,15980.9441,1997.618,23.6475,50.9255,100.0,97.2063,99.5481,1.4835,MAE raw KPI export
HRE-0126-Sunningdale,HRE-0126-Sunningdale,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Sunningdale_LTE_1|Sunningdale_LTE_2|Sunningdale_LTE_3|Sunningdale_LTE_4|Sunningdale_LTE_5|Sunningdale_LTE_6,33383.9348,4172.9919,39.8289,54.088,100.0,99.0391,99.6828,0.6169,MAE raw KPI export
HRE-0127-Tafara,HRE-0127-Tafara,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Tafara_LTE_1|Tafara_LTE_2|Tafara_LTE_3|Tafara_LTE_4|Tafara_LTE_5|Tafara_LTE_6,38990.8567,4873.8571,52.1322,56.1508,100.0,98.9407,99.611,1.0648,MAE raw KPI export
HRE-0128-Kambuzuma Main,HRE-0128-Kambuzuma Main,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Kambuzuma Main_LTE_1|Kambuzuma Main_LTE_2|Kambuzuma Main_LTE_3|Kambuzuma Main_LTE_4|Kambuzuma Main_LTE_5|Kambuzuma Main_LTE_6,29734.0756,3716.7595,48.0679,54.1362,100.0,99.3909,99.5411,1.0096,MAE raw KPI export
HRE-0130-Mereki,HRE-0130-Mereki,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Mereki_LTE_1|Mereki_LTE_2|Mereki_LTE_3|Mereki_LTE_4|Mereki_LTE_5|Mereki_LTE_6,27147.7232,3393.4654,37.8712,51.3853,100.0,99.3264,99.6762,1.1595,MAE raw KPI export
HRE-0131-Warren Park,HRE-0131-Warren Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Warren Park_LTE_1|Warren Park_LTE_2|Warren Park_LTE_3|Warren Park_LTE_4|Warren Park_LTE_5|Warren Park_LTE_6,28724.3308,3590.5413,45.4202,54.3282,100.0,98.9503,99.7113,0.6119,MAE raw KPI export
HRE-0132-Parktown,HRE-0132-Parktown,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Parktown_LTE_1|Parktown_LTE_2|Parktown_LTE_3|Parktown_LTE_4|Parktown_LTE_5|Parktown_LTE_6,35483.2291,4435.4036,49.3747,67.7377,100.0,99.4133,99.7332,1.9441,MAE raw KPI export
HRE-0133-Prospect,HRE-0133-Prospect,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Prospect_LTE_1|Prospect_LTE_2|Prospect_LTE_3|Prospect_LTE_4|Prospect_LTE_5|Prospect_LTE_6,28442.2916,3555.2865,39.262,52.8142,100.0,98.8375,99.6245,0.9765,MAE raw KPI export
HRE-0134-Waterfalls,HRE-0134-Waterfalls,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Waterfalls_LTE_1|Waterfalls_LTE_2|Waterfalls_LTE_3|Waterfalls_LTE_4|Waterfalls_LTE_5|Waterfalls_LTE_6,27523.2972,3440.4122,45.681,63.5863,100.0,98.9694,99.7014,1.0364,MAE raw KPI export
HRE-0136-Westlea,HRE-0136-Westlea,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Westlea_LTE_1|Westlea_LTE_2|Westlea_LTE_3|Westlea_LTE_4|Westlea_LTE_5|Westlea_LTE_6,31315.7543,3914.4693,45.3782,53.4075,100.0,98.3741,99.4802,1.0767,MAE raw KPI export
HRE-0140-Workington 2,HRE-0140-Workington 2,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Workington 2_LTE_1|Workington 2_LTE_2|Workington 2_LTE_3|Workington 2_LTE_4|Workington 2_LTE_5|Workington 2_LTE_6,14105.4827,1763.1853,25.4527,44.7684,100.0,96.265,99.1232,1.4516,MAE raw KPI export
HRE-0141-Zimre Park,HRE-0141-Zimre Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Zimre Park_LTE_1|Zimre Park_LTE_2|Zimre Park_LTE_3|Zimre Park_LTE_4|Zimre Park_LTE_5|Zimre Park_LTE_6,34443.8442,4305.4805,42.8815,57.9867,100.0,98.2541,99.5862,1.2787,MAE raw KPI export
HRE-0147-New Marimba Park,HRE-0147-New Marimba Park,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0147-New Marimba Park_LTE_1|HRE-0147-New Marimba Park_LTE_2|HRE-0147-New Marimba Park_LTE_3|HRE-0147-New Marimba Park_LTE_4|HRE-0147-New Marimba Park_LTE_5|HRE-0147-New Marimba Park_LTE_6,34542.1829,4317.7729,53.8527,57.0475,100.0,99.0925,99.8808,0.8662,MAE raw KPI export
HRE-0154-Prospect 3,HRE-0154-Prospect 3,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0154-Prospect 3_LTE_1|HRE-0154-Prospect 3_LTE_2|HRE-0154-Prospect 3_LTE_3|HRE-0154-Prospect 3_LTE_4|HRE-0154-Prospect 3_LTE_5|HRE-0154-Prospect 3_LTE_6,24243.7673,3030.4709,40.6691,54.0635,100.0,95.3076,99.5738,1.5041,MAE raw KPI export
HRE-0155-Crest Breeders,HRE-0155-Crest Breeders,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Crest Breeders_LTE_1|Crest Breeders_LTE_2|Crest Breeders_LTE_3|Crest Breeders_LTE_4|Crest Breeders_LTE_5|Crest Breeders_LTE_6,55316.9491,6914.6186,62.47,62.4004,100.0,95.2724,99.4753,1.1461,MAE raw KPI export
HRE-0157-Dzivarasekwa Extension,HRE-0157-Dzivarasekwa Extension,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Dzivarasekwa Extension_LTE_1|Dzivarasekwa Extension_LTE_2|Dzivarasekwa Extension_LTE_3|Dzivarasekwa Extension_LTE_4|Dzivarasekwa Extension_LTE_5|Dzivarasekwa Extension_LTE_6,57429.9755,7178.7469,71.5057,61.9697,100.0,99.1993,99.6549,0.7535,MAE raw KPI export
HRE-0158-Dzivarasekwa 1 School,HRE-0158-Dzivarasekwa 1 School,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0158-Dzivarasekwa 1 School_LTE_1|HRE-0158-Dzivarasekwa 1 School_LTE_2|HRE-0158-Dzivarasekwa 1 School_LTE_3|HRE-0158-Dzivarasekwa 1 School_LTE_4|HRE-0158-Dzivarasekwa 1 School_LTE_5|HRE-0158-Dzivarasekwa 1 School_LTE_6,19168.5244,2396.0655,39.4918,48.6395,100.0,99.3675,99.6257,0.846,MAE raw KPI export
HRE-0162-Overspill,HRE-0162-Overspill,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,HRE-0162-Overspill_LTE_1|HRE-0162-Overspill_LTE_2|HRE-0162-Overspill_LTE_3|HRE-0162-Overspill_LTE_4|HRE-0162-Overspill_LTE_5|HRE-0162-Overspill_LTE_6,24782.9666,3097.8708,31.0975,54.1267,100.0,98.6092,99.2332,1.5052,MAE raw KPI export
HRE-0165-Glenview 7,HRE-0165-Glenview 7,2026-04-23,2026-04-29,42,6,1|2|3|4|5|6,Glenview 7_LTE_1|Glenview 7_LTE_2|Glenview 7_LTE_3|Glenview 7_LTE_4|Glenview 7_LTE_5|Glenview 7_LTE_6,29115.9098,3639.4887,60.3363,49.7605,100.0,98.3303,99.2956,1.4271,MAE raw KPI export
