Date,eNodeB Name,Cell Name,LocalCell Id,eNodeB Function Name,RACH Setup Success Rate(%),DL IBLER[%],UL IBLER[%],PDCCH CCE Usage Rate[%],PUCCHUsage Rate[%],DL Cell PDCP Layer Average Throughput(kbit/s),UL Cell PDCP Layer Average Throughput(kbit/s)
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.3435,18.9395,12.5375,34.0838,7.1886,12.021,3.5966
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.4855,16.0689,5.4833,20.6234,3.5603,15.4245,4.6483
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.517,16.2444,3.849,22.3483,4.9469,26.0048,8.5755
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3616,17.1407,9.3662,25.0672,7.4754,16.5745,5.3208
2025-09-06,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.5431,16.2503,5.1002,15.3233,4.2485,21.7826,5.6241
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_6,6,MSH0013-Bindura-Zaoga,0.4678,15.5797,4.8102,38.0477,1.7297,15.149,3.3281
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_5,5,MSH0013-Bindura-Zaoga,0.4551,14.3394,7.306,42.9361,5.1678,18.3589,5.4921
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_4,4,MSH0013-Bindura-Zaoga,0.3446,16.8837,14.5595,44.038,5.498,16.0388,5.6243
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_3,3,MSH0013-Bindura-Zaoga,0.4762,11.6904,3.4363,37.2165,1.8718,18.4305,6.7221
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_2,2,MSH0013-Bindura-Zaoga,0.4389,12.6302,4.8713,38.4011,6.367,24.2019,7.4284
2025-09-07,MSH0013-Bindura-Zaoga,Bindura_Zaoga_LTE_1,1,MSH0013-Bindura-Zaoga,0.3802,16.7478,10.5231,38.597,5.3001,15.0903,5.1597
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_6,6,MSH-0331-Chiwaridzo 2_LTE,0.7414,18.0273,5.1838,50.008,5.395,20.9265,7.3061
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_5,5,MSH-0331-Chiwaridzo 2_LTE,0.6012,16.2493,5.1361,38.4922,4.4871,26.7704,6.9299
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_4,4,MSH-0331-Chiwaridzo 2_LTE,0.2911,16.9983,8.2785,55.6167,8.7087,24.1666,7.2449
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_3,3,MSH-0331-Chiwaridzo 2_LTE,0.8261,17.2791,4.3424,40.9176,6.962,22.2667,10.0334
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_2,2,MSH-0331-Chiwaridzo 2_LTE,0.7015,15.7732,4.8624,33.4927,5.3441,26.1379,6.434
2025-09-07,MSH-0331-Chiwaridzo 2,MSH-0331-Chiwaridzo 2_LTE_1,1,MSH-0331-Chiwaridzo 2_LTE,0.3078,15.9835,5.6806,47.1491,10.9749,32.1431,9.0505
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_1,1,MSH-0112-Bindura Hospital_LTE,0.9701,15.439,3.5557,27.5671,2.7891,21.7266,6.9458
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_2,2,MSH-0112-Bindura Hospital_LTE,0.8499,14.5494,2.2645,18.8768,1.9961,25.3458,9.1084
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_3,3,MSH-0112-Bindura Hospital_LTE,0.8561,15.8543,5.0221,31.4249,4.6785,21.6069,5.2327
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_4,4,MSH-0112-Bindura Hospital_LTE,0.8073,14.3421,3.6016,30.7343,3.0432,18.6843,6.397
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_5,5,MSH-0112-Bindura Hospital_LTE,0.6643,15.3654,2.2536,17.5035,1.5405,20.3344,6.5531
2025-09-07,MSH-0112-Bindura Hospital,MSH-0112-Bindura Hospital_LTE_6,6,MSH-0112-Bindura Hospital_LTE,0.7041,16.9747,5.8563,38.6784,4.152,20.4399,4.4496
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_6,6,MSH-0014-Chipadze,0.3842,16.3811,3.8607,24.0819,3.5056,21.314,6.9196
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_5,5,MSH-0014-Chipadze,0.2286,20.0062,13.0895,31.9356,6.0845,10.9796,3.1592
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_4,4,MSH-0014-Chipadze,0.488,16.7707,4.9001,17.8172,2.7769,16.5984,3.7375
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_3,3,MSH-0014-Chipadze,0.4902,15.9833,2.8867,21.0832,3.7485,28.3509,9.0603
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_2,2,MSH-0014-Chipadze,0.3415,18.3896,10.6088,22.8598,5.9394,16.1062,5.5027
2025-09-07,MSH-0014-Chipadze,MSH-0014-Chipadze_LTE_1,1,MSH-0014-Chipadze,0.5457,15.8405,4.3866,13.4524,3.4589,22.5537,6.3618
